,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
30031,268,232.0,211.3,,193.0,224.0,,,,,,,224.0,239.1,207.7,,146.9,213.3,93.8,350.0,146.0,,28.8,136.3,,,,135.0,302.5,589.5,-36.0,-56.7,,-75.0,-44.0,,,,,,,-44.0,-28.9,-60.3,,-121.1,-54.7,-174.2,82.0,-122.0,,-239.2,-131.7,,,,-133.0,34.5,321.5,False,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,True,False
30033,5,4.0,3.7,,1.0,0.0,,,,,,,26.0,18.2,0.5,,,0.0,,0.0,8.0,,0.0,1.8,,,,1.0,7.7,29.2,-1.0,-1.3,,-4.0,-5.0,,,,,,,21.0,13.2,-4.5,,,-5.0,,-5.0,3.0,,-5.0,-3.2,,,,-4.0,2.7,24.2,False,,False,False,,,,,,,False,False,False,,,False,,False,False,,False,False,,,,False,False,False
30035,140,120.0,113.2,,53.0,44.0,,,,,,,14.0,145.6,84.0,,50.1,57.8,5.3,70.0,0.0,,22.0,87.8,,,,123.0,255.5,94.9,-20.0,-26.8,,-87.0,-96.0,,,,,,,-126.0,5.6,-56.0,,-89.9,-82.2,-134.7,-70.0,-140.0,,-118.0,-52.2,,,,-17.0,115.5,-45.1,False,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,True,False,False
30037,1,0.0,0.0,,0.0,0.0,,,,,,,0.0,22.5,0.1,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,4.0,41.3,-1.0,-1.0,,-1.0,-1.0,,,,,,,-1.0,21.5,-0.9,,-1.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,,,,-1.0,3.0,40.3,False,,False,False,,,,,,,False,False,True,,True,True,,False,False,,False,True,,,,False,False,False
30039,3,4.0,11.4,,4.0,0.0,,,,,,,4.0,5.7,2.4,,,0.0,,0.0,11.0,,1.5,,,,,1.0,6.2,35.0,1.0,8.4,,1.0,-3.0,,,,,,,1.0,2.7,-0.6,,,-3.0,,-3.0,8.0,,-1.5,,,,,-2.0,3.2,32.0,False,,False,False,,,,,,,False,False,True,,,False,,False,False,,False,,,,,False,False,False
30041,71,112.0,120.3,,67.0,22.0,,,,,,,77.0,100.4,15.9,,6.8,40.4,,65.0,17.0,,138.8,51.8,,,,92.0,80.2,66.0,41.0,49.3,,-4.0,-49.0,,,,,,,6.0,29.4,-55.1,,-64.2,-30.6,,-6.0,-54.0,,67.8,-19.2,,,,21.0,9.2,-5.0,False,,True,False,,,,,,,True,True,False,,False,True,,True,False,,False,True,,,,True,True,True
30043,35,20.0,21.9,,11.0,0.0,,,,,,,24.0,24.7,19.1,,1.4,5.0,,21.0,11.0,,2.4,15.9,,,,16.0,16.7,108.3,-15.0,-13.1,,-24.0,-35.0,,,,,,,-11.0,-10.3,-15.9,,-33.6,-30.0,,-14.0,-24.0,,-32.6,-19.1,,,,-19.0,-18.3,73.3,True,,False,False,,,,,,,True,True,False,,False,False,,True,False,,False,False,,,,False,False,False
30045,1,12.0,11.3,,8.0,0.0,,,,,,,4.0,15.1,9.6,,,0.1,,7.0,9.0,,23.9,8.5,,,,7.0,9.2,62.9,11.0,10.3,,7.0,-1.0,,,,,,,3.0,14.1,8.6,,,-0.9,,6.0,8.0,,22.9,7.5,,,,6.0,8.2,61.9,True,,True,True,,,,,,,True,False,True,,,True,,True,True,,False,True,,,,True,True,False
30047,77,40.0,44.0,,31.0,0.0,,,,,,,67.0,66.5,70.3,,7.5,25.9,37.4,67.0,52.0,,10.9,28.7,,,,23.0,53.4,112.0,-37.0,-33.0,,-46.0,-77.0,,,,,,,-10.0,-10.5,-6.7,,-69.5,-51.1,-39.6,-10.0,-25.0,,-66.0,-48.3,,,,-54.0,-23.6,35.0,True,,False,False,,,,,,,True,True,True,,False,False,False,True,True,,False,False,,,,False,True,True
30049,79,20.0,19.0,,18.0,4.0,,,,,,,180.0,64.5,85.3,,2.9,28.1,52.5,,6.0,,8.2,15.5,,,,38.0,33.9,58.6,-59.0,-60.0,,-61.0,-75.0,,,,,,,101.0,-14.5,6.3,,-76.1,-50.9,-26.5,,-73.0,,-70.8,-63.5,,,,-41.0,-45.1,-20.4,False,,False,False,,,,,,,False,True,True,,False,True,True,,False,,False,False,,,,True,True,True
30051,13,16.0,15.4,,2.0,0.0,,,,,,,3.0,19.3,9.8,,0.1,0.0,,,2.0,,1.2,,,,,60.0,12.0,65.0,3.0,2.4,,-11.0,-13.0,,,,,,,-10.0,6.3,-3.2,,-12.9,-13.0,,,-11.0,,-11.8,,,,,47.0,-1.0,52.0,True,,False,False,,,,,,,False,False,False,,False,False,,,False,,False,,,,,False,True,False
30053,22,36.0,27.2,,9.0,0.0,,,,,,,9.0,46.8,29.1,,5.1,12.6,,36.0,9.0,,0.7,17.6,,,,18.0,37.0,68.8,14.0,5.2,,-13.0,-22.0,,,,,,,-13.0,24.8,7.1,,-16.9,-9.4,,14.0,-13.0,,-21.3,-4.4,,,,-4.0,15.0,46.8,True,,True,False,,,,,,,True,False,True,,False,True,,False,True,,False,True,,,,True,False,False
30055,8,24.0,23.1,,16.0,,,,,,,,16.0,14.7,16.9,,,2.9,,,31.0,,8.9,16.3,,,,21.0,17.2,68.1,16.0,15.1,,8.0,,,,,,,,8.0,6.7,8.9,,,-5.1,,,23.0,,0.9,8.3,,,,13.0,9.2,60.1,True,,True,,,,,,,,True,True,True,,,True,,,False,,True,True,,,,True,True,False
30057,9,8.0,9.4,,7.0,0.0,,,,,,,16.0,13.6,10.0,,6.4,5.5,,,4.0,,0.3,21.1,,,,9.0,10.1,73.6,-1.0,0.4,,-2.0,-9.0,,,,,,,7.0,4.6,1.0,,-2.6,-3.5,,,-5.0,,-8.7,12.1,,,,0.0,1.1,64.6,True,,False,False,,,,,,,False,False,True,,False,False,,,False,,False,False,,,,True,False,False
30059,21,0.0,0.0,,0.0,0.0,,,,,,,4.0,12.7,0.1,,0.0,0.0,,0.0,0.0,,0.0,0.1,,,,0.0,5.2,50.8,-21.0,-21.0,,-21.0,-21.0,,,,,,,-17.0,-8.3,-20.9,,-21.0,-21.0,,-21.0,-21.0,,-21.0,-20.9,,,,-21.0,-15.8,29.8,False,,False,False,,,,,,,True,True,True,,True,True,,False,False,,False,True,,,,False,True,False
30061,0,0.0,0.7,,0.0,0.0,,,,,,,0.0,7.3,7.7,,,0.0,,0.0,2.0,,0.0,0.1,,,,0.0,5.0,43.8,0.0,0.7,,0.0,0.0,,,,,,,0.0,7.3,7.7,,,0.0,,0.0,2.0,,0.0,0.1,,,,0.0,5.0,43.8,False,,True,True,,,,,,,True,False,False,,,False,,True,False,,True,False,,,,True,False,False
30063,308,124.0,113.7,,118.0,48.0,,,,,,,497.0,204.4,304.5,,37.2,97.5,167.6,143.0,93.0,,124.4,249.3,,,,112.0,153.1,196.8,-184.0,-194.3,,-190.0,-260.0,,,,,,,189.0,-103.6,-3.5,,-270.8,-210.5,-140.4,-165.0,-215.0,,-183.6,-58.7,,,,-196.0,-154.9,-111.2,False,,False,False,,,,,,,False,True,True,,False,False,True,True,False,,True,True,,,,False,True,True
30065,25,16.0,15.6,,8.0,0.0,,,,,,,40.0,162.5,10.5,,2.4,6.2,,5.0,17.0,,3.4,10.4,,,,45.0,11.1,139.6,-9.0,-9.4,,-17.0,-25.0,,,,,,,15.0,137.5,-14.5,,-22.6,-18.8,,-20.0,-8.0,,-21.6,-14.6,,,,20.0,-13.9,114.6,False,,False,False,,,,,,,False,False,False,,False,False,,False,True,,False,False,,,,False,False,False
30067,35,0.0,2.6,,1.0,0.0,,,,,,,18.0,7.3,19.0,,4.1,0.8,,,4.0,,0.0,2.6,,,,1.0,7.7,46.3,-35.0,-32.4,,-34.0,-35.0,,,,,,,-17.0,-27.7,-16.0,,-30.9,-34.2,,,-31.0,,-35.0,-32.4,,,,-34.0,-27.3,11.3,True,,True,False,,,,,,,True,True,True,,True,True,,,True,,True,True,,,,True,True,True
30069,0,0.0,0.0,,0.0,0.0,,,,,,,4.0,20.4,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,4.0,38.8,0.0,0.0,,0.0,0.0,,,,,,,4.0,20.4,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,4.0,38.8,True,,True,True,,,,,,,False,False,True,,,True,,True,True,,True,,,,,,False,False
30071,11,12.0,2.5,,7.0,6.0,,,,,,,38.0,17.9,12.1,,,2.8,0.0,32.0,0.0,,500.8,,,,,20.0,22.2,28.6,1.0,-8.5,,-4.0,-5.0,,,,,,,27.0,6.9,1.1,,,-8.2,-11.0,21.0,-11.0,,489.8,,,,,9.0,11.2,17.6,False,,False,False,,,,,,,False,False,False,,,False,False,False,False,,False,,,,,False,False,False
30073,13,4.0,3.1,,0.0,0.0,,,,,,,0.0,25.6,2.1,,0.4,0.0,,0.0,0.0,,1.3,,,,,7.0,6.7,28.6,-9.0,-9.9,,-13.0,-13.0,,,,,,,-13.0,12.6,-10.9,,-12.6,-13.0,,-13.0,-13.0,,-11.7,,,,,-6.0,-6.3,15.6,False,,False,False,,,,,,,False,False,False,,False,False,,False,False,,False,,,,,True,True,False
30075,7,4.0,4.0,,0.0,0.0,,,,,,,0.0,36.7,5.7,,,0.0,,0.0,0.0,,0.3,,,,,2.0,5.3,75.6,-3.0,-3.0,,-7.0,-7.0,,,,,,,-7.0,29.7,-1.3,,,-7.0,,-7.0,-7.0,,-6.7,,,,,-5.0,-1.7,68.6,True,,False,False,,,,,,,False,False,True,,,False,,False,False,,False,,,,,False,True,False
30077,2,32.0,31.7,,14.0,0.0,,,,,,,8.0,51.4,48.1,,,0.1,,0.0,11.0,,2.7,15.4,,,,122.0,23.3,325.1,30.0,29.7,,12.0,-2.0,,,,,,,6.0,49.4,46.1,,,-1.9,,-2.0,9.0,,0.7,13.4,,,,120.0,21.3,323.1,True,,True,True,,,,,,,True,False,False,,,True,,True,True,,True,True,,,,False,True,False
30079,1,0.0,0.3,,0.0,0.0,,,,,,,4.0,2.4,3.0,,,0.0,,0.0,0.0,,0.0,,,,,0.0,5.7,26.7,-1.0,-0.7,,-1.0,-1.0,,,,,,,3.0,1.4,2.0,,,-1.0,,-1.0,-1.0,,-1.0,,,,,-1.0,4.7,25.7,True,,False,False,,,,,,,False,False,False,,,True,,False,False,,False,,,,,False,False,False
30081,33,60.0,61.4,,59.0,54.0,,,,,,,68.0,65.4,104.2,,24.2,38.9,45.4,42.0,23.0,,73.1,72.9,,,,48.0,49.3,108.6,27.0,28.4,,26.0,21.0,,,,,,,35.0,32.4,71.2,,-8.8,5.9,12.4,9.0,-10.0,,40.1,39.9,,,,15.0,16.3,75.6,False,,True,True,,,,,,,False,False,False,,True,True,True,True,True,,False,False,,,,True,True,False
30083,20,16.0,16.7,,9.0,0.0,,,,,,,75.0,27.6,20.2,,5.9,5.7,,21.0,0.0,,0.0,7.1,,,,16.0,16.2,40.8,-4.0,-3.3,,-11.0,-20.0,,,,,,,55.0,7.6,0.2,,-14.1,-14.3,,1.0,-20.0,,-20.0,-12.9,,,,-4.0,-3.8,20.8,True,,False,False,,,,,,,False,False,True,,False,False,,True,False,,False,False,,,,False,True,False
30085,302,0.0,1.2,,0.0,0.0,,,,,,,60.0,21.5,9.6,,1.3,1.2,,12.0,0.0,,11.0,,,,,8.0,10.8,19.3,-302.0,-300.8,,-302.0,-302.0,,,,,,,-242.0,-280.5,-292.4,,-300.7,-300.8,,-290.0,-302.0,,-291.0,,,,,-294.0,-291.2,-282.7,True,,False,False,,,,,,,True,True,True,,True,True,,True,False,,True,,,,,True,True,True
30087,402,392.0,393.4,,328.0,26.0,,,,,,,72.0,915.7,38.9,,1175.8,362.9,0.3,,209.0,,321.8,309.4,,,,156.0,389.3,1346.8,-10.0,-8.6,,-74.0,-376.0,,,,,,,-330.0,513.7,-363.1,,773.8,-39.1,-401.7,,-193.0,,-80.2,-92.6,,,,-246.0,-12.7,944.8,True,,False,False,,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,False,False,False
30089,16,12.0,6.7,,7.0,3.0,,,,,,,3.0,125.4,14.4,,,0.3,,12.0,4.0,,13.3,,,,,34.0,13.6,119.4,-4.0,-9.3,,-9.0,-13.0,,,,,,,-13.0,109.4,-1.6,,,-15.7,,-4.0,-12.0,,-2.7,,,,,18.0,-2.4,103.4,False,,False,False,,,,,,,False,False,True,,,False,,False,False,,True,,,,,False,True,False
30091,9,0.0,0.1,,0.0,0.0,,,,,,,4.0,6.8,1.8,,,0.0,,0.0,2.0,,0.0,0.3,,,,0.0,5.5,29.9,-9.0,-8.9,,-9.0,-9.0,,,,,,,-5.0,-2.2,-7.2,,,-9.0,,-9.0,-7.0,,-9.0,-8.7,,,,-9.0,-3.5,20.9,True,,False,False,,,,,,,True,True,True,,,True,,False,True,,False,True,,,,False,True,False
30093,144,4.0,6.3,,4.0,0.0,,,,,,,72.0,46.6,23.1,,1.9,4.9,24.1,,0.0,,0.1,28.5,,,,12.0,17.7,31.9,-140.0,-137.7,,-140.0,-144.0,,,,,,,-72.0,-97.4,-120.9,,-142.1,-139.1,-119.9,,-144.0,,-143.9,-115.5,,,,-132.0,-126.3,-112.1,True,,False,False,,,,,,,True,True,True,,False,True,True,,False,,False,True,,,,True,True,True
30095,33,12.0,12.3,,9.0,0.0,,,,,,,12.0,34.9,20.0,,2.6,1.9,,19.0,5.0,,0.5,18.5,,,,10.0,11.4,53.3,-21.0,-20.7,,-24.0,-33.0,,,,,,,-21.0,1.9,-13.0,,-30.4,-31.1,,-14.0,-28.0,,-32.5,-14.5,,,,-23.0,-21.6,20.3,True,,False,False,,,,,,,False,True,True,,False,False,,True,False,,False,True,,,,False,False,True
30097,31,16.0,15.2,,11.0,0.0,,,,,,,4.0,16.8,10.9,,,8.8,,,18.0,,11.6,11.4,,,,19.0,12.1,49.6,-15.0,-15.8,,-20.0,-31.0,,,,,,,-27.0,-14.2,-20.1,,,-22.2,,,-13.0,,-19.4,-19.6,,,,-12.0,-18.9,18.6,False,,False,False,,,,,,,False,True,False,,,False,,,True,,False,False,,,,True,False,False
30099,3,8.0,7.9,,2.0,0.0,,,,,,,2.0,25.9,0.9,,,0.0,,0.0,3.0,,0.4,4.0,,,,3.0,8.0,41.8,5.0,4.9,,-1.0,-3.0,,,,,,,-1.0,22.9,-2.1,,,-3.0,,-3.0,0.0,,-2.5,1.0,,,,0.0,5.0,38.8,True,,True,True,,,,,,,True,False,True,,,True,,True,True,,True,True,,,,True,True,False
30101,29,0.0,7.1,,0.0,0.0,,,,,,,8.0,3.7,0.1,,2.1,0.0,,14.0,2.0,,0.4,5.7,,,,1.0,7.3,7.3,-29.0,-21.9,,-29.0,-29.0,,,,,,,-21.0,-25.3,-28.9,,-26.9,-29.0,,-15.0,-27.0,,-28.6,-23.3,,,,-28.0,-21.7,-21.7,True,,False,False,,,,,,,True,True,True,,True,True,,True,True,,True,True,,,,True,True,True
30103,0,0.0,0.0,,0.0,0.0,,,,,,,12.0,34.6,0.9,,,0.0,,0.0,0.0,,0.0,0.1,,,,1.0,4.7,54.6,0.0,0.0,,0.0,0.0,,,,,,,12.0,34.6,0.9,,,0.0,,0.0,0.0,,0.0,0.1,,,,1.0,4.7,54.6,True,,True,True,,,,,,,False,False,False,,,False,,True,True,,True,False,,,,False,False,False
30105,43,16.0,19.3,,16.0,0.0,,,,,,,196.0,15.5,26.8,,,3.4,,19.0,22.0,,38.8,,,,,15.0,23.9,44.7,-27.0,-23.7,,-27.0,-43.0,,,,,,,153.0,-27.5,-16.2,,,-39.6,,-24.0,-21.0,,-4.2,,,,,-28.0,-19.1,1.7,True,,False,False,,,,,,,False,False,True,,,False,,True,True,,True,,,,,False,True,True
30107,14,0.0,0.2,,0.0,0.0,,,,,,,8.0,2.0,0.6,,0.0,0.0,,0.0,0.0,,0.0,0.2,,,,0.0,5.2,15.3,-14.0,-13.8,,-14.0,-14.0,,,,,,,-6.0,-12.0,-13.4,,-14.0,-14.0,,-14.0,-14.0,,-14.0,-13.8,,,,-14.0,-8.8,1.3,True,,False,False,,,,,,,True,True,True,,True,True,,False,False,,False,True,,,,False,True,True
30109,4,0.0,0.5,,0.0,0.0,,,,,,,4.0,10.8,4.6,,,0.0,,0.0,0.0,,2.8,0.5,,,,3.0,5.9,25.7,-4.0,-3.5,,-4.0,-4.0,,,,,,,0.0,6.8,0.6,,,-4.0,,-4.0,-4.0,,-1.2,-3.5,,,,-1.0,1.9,21.7,True,,False,False,,,,,,,True,False,True,,,True,,False,False,,True,True,,,,True,True,False
30111,1109,956.0,986.8,,972.0,1073.0,,,,,,,824.0,1032.3,1296.5,,1335.8,913.9,613.2,816.0,67.0,,1200.3,656.7,1351.0,,,886.0,1364.8,919.1,-153.0,-122.2,,-137.0,-36.0,,,,,,,-285.0,-76.7,187.5,,226.8,-195.1,-495.8,-293.0,-1042.0,,91.3,-452.3,242.0,,,-223.0,255.8,-189.9,True,,True,True,,,,,,,False,True,False,,False,False,False,False,False,,True,False,False,,,False,False,False
31001,142,80.0,78.0,,78.0,100.0,,,,,,,127.0,87.7,113.1,,23.2,71.6,33.0,75.0,64.0,,241.2,63.5,,,,57.0,74.1,87.7,-62.0,-64.0,,-64.0,-42.0,,,,,,,-15.0,-54.3,-28.9,,-118.8,-70.4,-109.0,-67.0,-78.0,,99.2,-78.5,,,,-85.0,-67.9,-54.3,False,,False,True,,,,,,,True,True,True,,False,False,False,False,False,,False,False,,,,False,False,True
31003,44,8.0,8.1,,5.0,0.0,,,,,,,20.0,18.5,12.4,,2.2,2.1,,0.0,0.0,,3.4,8.4,,,,28.0,6.1,37.5,-36.0,-35.9,,-39.0,-44.0,,,,,,,-24.0,-25.5,-31.6,,-41.8,-41.9,,-44.0,-44.0,,-40.6,-35.6,,,,-16.0,-37.9,-6.5,True,,False,False,,,,,,,True,True,True,,False,False,,False,False,,False,True,,,,True,False,True
31005,0,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.7,2.2,,,0.0,,0.0,0.0,,0.0,,,,,0.0,4.0,24.5,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.7,2.2,,,0.0,,0.0,0.0,,0.0,,,,,0.0,4.0,24.5,False,,True,True,,,,,,,True,False,False,,,False,,True,True,,True,,,,,True,False,False
31007,0,0.0,0.0,,0.0,0.0,,,,,,,4.0,11.1,0.1,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,4.1,49.2,0.0,0.0,,0.0,0.0,,,,,,,4.0,11.1,0.1,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,4.1,49.2,True,,True,True,,,,,,,False,False,False,,,False,,True,True,,True,False,,,,True,False,False
31009,1,0.0,0.0,,0.0,0.0,,,,,,,0.0,3.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,4.0,17.8,-1.0,-1.0,,-1.0,-1.0,,,,,,,-1.0,2.0,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,,,,,,3.0,16.8,False,,False,False,,,,,,,False,False,False,,,True,,False,False,,False,,,,,,False,False
31011,56,24.0,23.8,,12.0,,,,,,,,8.0,90.1,16.5,,3.2,15.9,,,10.0,,3.2,,,,,16.0,22.8,152.1,-32.0,-32.2,,-44.0,,,,,,,,-48.0,34.1,-39.5,,-52.8,-40.1,,,-46.0,,-52.8,,,,,-40.0,-33.2,96.1,False,,False,,,,,,,,False,False,False,,False,False,,,False,,False,,,,,False,False,False
31013,55,16.0,15.9,,6.0,0.0,,,,,,,54.0,58.0,12.4,,2.0,1.9,,6.0,0.0,,5.9,,,,,29.0,13.6,54.7,-39.0,-39.1,,-49.0,-55.0,,,,,,,-1.0,3.0,-42.6,,-53.0,-53.1,,-49.0,-55.0,,-49.1,,,,,-26.0,-41.4,-0.3,False,,False,False,,,,,,,True,True,False,,False,False,,False,False,,False,,,,,True,False,True
31015,12,0.0,0.0,,0.0,0.0,,,,,,,11.0,6.9,4.0,,0.4,0.0,,0.0,0.0,,0.0,2.0,,,,0.0,10.3,34.7,-12.0,-12.0,,-12.0,-12.0,,,,,,,-1.0,-5.1,-8.1,,-11.6,-12.0,,-12.0,-12.0,,-12.0,-10.0,,,,-12.0,-1.7,22.7,False,,False,False,,,,,,,True,True,True,,True,True,,False,False,,True,True,,,,False,True,False
31017,31,4.0,4.1,,4.0,0.0,,,,,,,12.0,6.1,18.7,,,0.0,,0.0,2.0,,1.1,2.7,,,,8.0,5.1,17.6,-27.0,-26.9,,-27.0,-31.0,,,,,,,-19.0,-24.9,-12.3,,,-31.0,,-31.0,-29.0,,-29.9,-28.3,,,,-23.0,-25.9,-13.4,True,,False,False,,,,,,,True,True,True,,,False,,False,False,,False,False,,,,True,True,True
31019,382,392.0,405.7,,361.0,450.0,,,,,,,220.0,605.9,448.8,,227.3,343.5,243.2,189.0,106.0,,321.3,404.9,,,,339.0,527.7,525.3,10.0,23.7,,-21.0,68.0,,,,,,,-162.0,223.9,66.8,,-154.7,-38.5,-138.8,-193.0,-276.0,,-60.7,22.9,,,,-43.0,145.7,143.3,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
31021,13,28.0,30.4,,23.0,23.0,,,,,,,23.0,42.6,32.5,,9.2,16.6,,21.0,10.0,,9.1,29.6,,,,24.0,29.2,87.3,15.0,17.4,,10.0,10.0,,,,,,,10.0,29.6,19.5,,-3.8,3.6,,8.0,-3.0,,-3.9,16.6,,,,11.0,16.2,74.3,False,,True,True,,,,,,,True,False,False,,True,True,,True,True,,True,False,,,,True,False,False
31023,19,84.0,89.6,,39.0,,,,,,,,17.0,81.7,50.3,,7.5,48.8,,,210.0,,38.9,43.2,,,,121.0,107.3,461.2,65.0,70.6,,20.0,,,,,,,,-2.0,62.7,31.3,,-11.5,29.8,,,191.0,,19.9,24.2,,,,102.0,88.3,442.2,False,,True,,,,,,,,True,True,True,,True,True,,,False,,True,True,,,,False,False,False
31025,78,64.0,61.4,,64.0,58.0,,,,,,,68.0,232.5,128.9,,13.4,62.6,150.6,54.0,0.0,,48.8,73.1,,,,53.0,97.4,378.2,-14.0,-16.6,,-14.0,-20.0,,,,,,,-10.0,154.5,50.9,,-64.6,-15.4,72.6,-24.0,-78.0,,-29.2,-4.9,,,,-25.0,19.4,300.2,False,,False,False,,,,,,,True,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
31027,40,20.0,19.9,,20.0,28.0,,,,,,,46.0,129.2,21.5,,7.0,15.9,,0.0,0.0,,3.6,17.7,,,,10.0,20.3,49.2,-20.0,-20.1,,-20.0,-12.0,,,,,,,6.0,89.2,-18.5,,-33.0,-24.1,,-40.0,-40.0,,-36.4,-22.3,,,,-30.0,-19.7,9.2,False,,False,True,,,,,,,True,False,True,,False,False,,False,False,,False,False,,,,False,True,True
31029,12,0.0,1.7,,0.0,0.0,,,,,,,5.0,2.6,4.3,,0.4,0.0,,0.0,0.0,,0.8,,,,,0.0,5.9,12.1,-12.0,-10.3,,-12.0,-12.0,,,,,,,-7.0,-9.4,-7.7,,-11.6,-12.0,,-12.0,-12.0,,-11.2,,,,,-12.0,-6.1,0.1,True,,False,False,,,,,,,True,True,True,,True,True,,False,False,,True,,,,,False,True,True
31031,28,56.0,51.6,,17.0,5.0,,,,,,,20.0,70.1,4.4,,3.4,14.4,,,24.0,,1.3,27.9,,,,98.0,55.9,269.1,28.0,23.6,,-11.0,-23.0,,,,,,,-8.0,42.1,-23.6,,-24.6,-13.6,,,-4.0,,-26.7,-0.1,,,,70.0,27.9,241.1,True,,True,True,,,,,,,True,False,True,,True,True,,,True,,True,True,,,,False,True,False
31033,9,4.0,4.5,,4.0,0.0,,,,,,,8.0,7.7,8.1,,2.2,0.0,,0.0,2.0,,2.1,11.2,,,,2.0,4.7,28.6,-5.0,-4.5,,-5.0,-9.0,,,,,,,-1.0,-1.3,-0.9,,-6.8,-9.0,,-9.0,-7.0,,-6.9,2.2,,,,-7.0,-4.3,19.6,True,,False,False,,,,,,,True,True,True,,False,False,,False,False,,False,True,,,,False,True,False
31035,17,16.0,15.8,,5.0,0.0,,,,,,,5.0,20.1,15.6,,5.2,3.4,,14.0,6.0,,0.0,9.6,,,,14.0,16.6,29.1,-1.0,-1.2,,-12.0,-17.0,,,,,,,-12.0,3.1,-1.4,,-11.8,-13.6,,-3.0,-11.0,,-17.0,-7.4,,,,-3.0,-0.4,12.1,False,,False,False,,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,True,False
31037,60,44.0,40.6,,19.0,0.0,,,,,,,85.0,17.0,22.9,,15.1,37.9,3.6,113.0,18.0,,13.5,22.0,,,,0.0,51.8,133.9,-16.0,-19.4,,-41.0,-60.0,,,,,,,25.0,-43.0,-37.1,,-44.9,-22.1,-56.4,53.0,-42.0,,-46.5,-38.0,,,,-60.0,-8.2,73.9,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,True,False
31039,64,32.0,29.6,,20.0,0.0,,,,,,,40.0,25.2,40.4,,7.8,14.8,,21.0,42.0,,0.5,32.8,,,,75.0,29.4,76.8,-32.0,-34.4,,-44.0,-64.0,,,,,,,-24.0,-38.8,-23.6,,-56.2,-49.2,,-43.0,-22.0,,-63.5,-31.2,,,,11.0,-34.6,12.8,False,,False,False,,,,,,,True,False,True,,False,False,,False,True,,False,True,,,,True,False,True
